,coin_ticker,received_money,sold_coins,role_of_token,category,goal,total_tokens,interest,fundraising_goal,start_end_date_coin_sell,ico_token_price,received_money,end_date,token_type,available_for_token_sale,min_max_personal_cap,whitelist,accepts,token_issue,cant_participate
2577,Peepeth,Pending ,null,Utility,Social Network,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
2578,Parallel,"$50,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,period isn't set,null,"$50,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2579,Cobo Wallet,"$53,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$53,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2580,Sense Finance,"$5,200,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$5,200,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2581,MonkeyBall,"$3,000,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated,null,period isn't set,null,"$3,000,000 ",		DATE: TBA		,Solana,null,null,null,null,null,null
2582,ZkLink,"$8,500,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$8,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2583,Worldcoin,"$240,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$240,000,000 ",		DATE: TBA		,Own blockchain,null,null,null,null,null,null
2584,Timeswap,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
2585,Aelin,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
2586,Obol Labs,"$18,650,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$18,650,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2587,FIAT DAO,"$2,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$2,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2588,Arcana Network,"$2,300,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$2,300,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2589,Alty,"$1,500,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$1,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2590,Pawnfi,Pending ,null,Utility,Market,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
2591,Yup,"$3,500,000 ",null,Utility,Social Network,Not Set,null,Not Rated,null,period isn't set,null,"$3,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2592,Ceramic,"$30,000,000 ",null,Utility,Network,Not Set,null,Not Rated,null,period isn't set,null,"$30,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2593,Treeverse,"$25,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$25,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2594,reNFT,"$6,500,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$6,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2595,Eternal,Pending ,null,Utility,Platform,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,Flow,null,null,null,null,null,null
2596,OP Games,"$8,600,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$8,600,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2597,Tinyman,"$2,500,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$2,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2598,Manifold,Pending ,null,Utility,Platform,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
2599,Sky Mavis,"$311,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,period isn't set,null,"$311,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
2600,Ozone Metaverse,"$1,430,000 ","$1,430,000 (100%) ",Utility,Platform,"$1,430,000 ","2,000,000,000",Not Rated," $280,000 ",16 Jun – 6 Jul, 1 OZONE = 0.007 USD ,"$1,430,000 ",Ended: 6 Jul 2023 ,Flow,"21,25%",null,null,null,null,null
2601,TypeIT,Pending ,null,Utility,Blockchain Service,Pending,"1,000,000,000",Not Rated," 22,000,000 Token  ",28 Jun – 6 Jul, 1 TYPE = 0.05 USD ,Pending ,Ended: 6 Jul 2023 ,ERC20,null,null,null,null,null,null
2602,EGO (Paysenger),"$4,160,000 ","$4,160,000 (100%) ",Utility,Social Network,"$4,160,000 ","500,000,000",Not Rated," $859,000 ",1 Jun – 5 Jul, 1 EGO = 0.06 USD ,"$4,160,000 ",Ended: 5 Jul 2023 ,BEP-20,26.6%,100$ / 2500$,"Yes (until 24 May, ","ETH, USDT, USDC, DOT",null,"Afghanistan, Burundi, Central African Republic, Congo, Cuba, Puerto Rico, Somalia, Sudan, USA, Venezuela, Zimbabwe"
2603,Goracle,"$3,725,000 ","$3,730,000 (100%) ",Utility,Blockchain Service,"$3,730,000 ",null,Not Rated,null,Market & Returns,null,"$3,725,000 ",Ended: 5 Jul 2023 ,null,null,null,null,null,null,null
2604,BIDSHOP,"$250,000 ",null,Utility,DeFi,Not Set,null,Not Rated,null,Market & Returns,null,"$250,000 ",Ended: 30 Jun 2023 ,null,null,null,null,null,null,null
2605,Tectum,"$4,202,573 ",null,Utility,Blockchain,Not Set,null,Not Rated,null,Market & Returns,null,"$4,202,573 ",Ended: 30 Jun 2023 ,null,null,null,null,null,null,null
2606,Ethlas,"$8,700,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$8,700,000 ",Ended: 28 Jun 2023 ,null,null,null,null,null,null,null
2607,Archway,"$27,000,000 ","$27,000,000 (100%) ",Utility,Blockchain,"$27,000,000 ","1,000,000,000",Not Rated," $6,000,000 ",15 Jun – 23 Jun, 1 ARCH = 0.2 USD ,"$27,000,000 ",Ended: 23 Jun 2023 ,Cosmos Network,"19,5%",100$ / 1000$,null,"USDT, USDC",null,"Canada, China, Congo, Iraq, North Korea, USA"
2608,PolyGame,"$5,225,000 ","$5,230,000 (100%) ",Utility,Platform,"$5,230,000 ","5,000,000,000",Not Rated," $100,000 ",12 Jun – 16 Jun, 1 PGEM = 0.075 USD ,"$5,225,000 ",Ended: 16 Jun 2023 ,Polygon,6%,null,null,"USDC, BUSD",null,null
2609,Neon,"$45,000,000 ","$45,000,000 (100%) ",Governance,Blockchain Service,"$45,000,000 ","1,000,000,000","
Very High "," $5,000,000 ",8 Jun – 15 Jun, 1 NEON = 0.1 USD ,"$45,000,000 ",Ended: 15 Jun 2023 ,ERC20,5%,$100 / $500,null,"USDT, USDC",null,null
2610,War Legends,Pending ,null,Utility,Gaming,Pending,"350,000,000",Not Rated," $250,000 ",9 Jun – 15 Jun, 1 WAR = 0.037 USD ,Pending ,Ended: 15 Jun 2023 ,Polygon,"21,97%",null,null,null,null,null
2611,OtterHome,Pending ,null,Utility,DeFi,Pending,null,Not Rated,null,Market & Returns,null,Pending ,Ended: 13 Jun 2023 ,null,null,null,null,null,null,null
2612,HyperGPT,"$1,665,000 ","$1,670,000 (100%) ",Utility,Marketplace,"$1,670,000 ",null,Not Rated,null,Market & Returns,null,"$1,665,000 ",Ended: 11 Jun 2023 ,null,null,null,null,null,null,null
2613,Cyber Arena,"$2,100,000 ","$2,100,000 (100%) ",Utility,Gaming,"$2,100,000 ",null,Not Rated,null,Market & Returns,null,"$2,100,000 ",Ended: 8 Jun 2023 ,null,null,null,null,null,null,null
2614,KAIF,"$500,000 ",null,Utility,Platform,Not Set,"90,000,000",Not Rated," $500,000 ",June (no exact dates), 1 KAF = 0.15 USD ,"$500,000 ",Ended: 8 Jun 2023 ,BEP-20,null,null,null,BUSD,null,null
2615,GPT Guru,"$1,448,000 ","$1,450,000 (100%) ",Utility,Artificial Intelligence,"$1,450,000 ",null,Not Rated,null,Market & Returns,null,"$1,448,000 ",Ended: 7 Jun 2023 ,null,null,null,null,null,null,null
2616,Metaverse Kombat,"$2,200,000 ",null,Utility,Gaming,Not Set,"300,000,000",Not Rated," $1,200,000 ",11 May – 4 Jun, 1 MVK = 0.08 USD ,"$2,200,000 ",Ended: 4 Jun 2023 ,BEP-20,11%,null,null,USDT,null,null
2617,Cogito Protocol,Pending ,null,Utility,DeFi,Pending,null,Not Rated,null,Market & Returns,null,Pending ,Ended: 3 Jun 2023 ,null,null,null,null,null,null,null
2618,The Qwan,"$500,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$500,000 ",Ended: 30 May 2023 ,null,null,null,null,null,null,null
2619,Eldarune,"$1,750,500 ","$1,750,000 (100%) ",Utility,Gaming,"$1,750,000 ",null,Not Rated,null,Market & Returns,null,"$1,750,500 ",Ended: 30 May 2023 ,null,null,null,null,null,null,null
2620,Bware Labs,"$7,200,000 ",null,Utility,Blockchain Platform,Not Set,"100,000,000",Not Rated," 1,780,000 Token ",24 May – 30 May, 1 INFRA = 0.5 USD ,"$7,200,000 ",Ended: 30 May 2023 ,ERC20,"0,25%",null,null,null,null,null
2621,Orbofi,"$2,600,000 ","$2,600,000 (100%) ",Utility,Platform,"$2,600,000 ",null,Not Rated,null,Market & Returns,null,"$2,600,000 ",Ended: 28 May 2023 ,null,null,null,null,null,null,null
2622,Pika Protocol,"$8,700,000 ",null,Utility,Exchange,Not Set,null,Not Rated,null,Market & Returns,null,"$8,700,000 ",Ended: 27 May 2023 ,null,null,null,null,null,null,null
2623,Wistaverse,"$930,000 ","$930,000 (100%) ",Utility,Platform,"$930,000 ",null,Not Rated,null,Market & Returns,null,"$930,000 ",Ended: 25 May 2023 ,null,null,null,null,null,null,null
2624,CyberConnect,"$30,400,000 ",null,Utility,Protocol,Not Set,"100,000,000","
Very High "," 3,000,000 Token ",18 May – 24 May, 1 CYBER = 1.80 USD ,"$30,400,000 ",Ended: 24 May 2023 ,ERC20,"28,12%",null,null,USDT,null,"Afghanistan, Canada, Central African Republic, China, Congo, Cote D’Ivoire, Cuba, Iran, Korea, Lebanon, Liberia, Myanmar, Somalia, South Korea, South Sudan, Sudan, Syria, USA, Venezuela, Yemen, Zimbabwe"
2625,BladeDAO,Pending ,null,Utility,Gaming,Pending,"10,000,000",Not Rated, ETH ,19 May – 24 May, 1 BLADE = 0.0008333 ETH ,Pending ,Ended: 24 May 2023 ,Own blockchain,null,null,null,null,null,null
2626,Tenet,"$2,400,000 ","$2,400,000 (100%) ",Utility,Blockchain,"$2,400,000 ","1,200,000,000",Not Rated," $1,560,000 ",10 May – 24 May, 1 TENET = 0.02 USD ,"$2,400,000 ",Ended: 24 May 2023 ,Own blockchain,10%,null,null,null,null,null
2627,The Unfettered,"$2,500,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$2,500,000 ",Ended: 23 May 2023 ,null,null,null,null,null,null,null
2628,Turbos Finance,"$3,750,000 ","$3,750,000 (100%) ",Utility,DEX,"$3,750,000 ","10,000,000,000",Not Rated," $750,000 ",9 May – 15 May, 1 TURBOS = 0.005 USD ,"$3,750,000 ",Ended: 15 May 2023 ,Own blockchain,"10,5%",null,null,null,null,null
2629,WeFi,"$1,125,000 ",null,Utility,Lending,Not Set,null,Not Rated,null,Market & Returns,null,"$1,125,000 ",Ended: 15 May 2023 ,null,null,null,null,null,null,null
2630,LimeWire,"$10,400,000 ",null,Utility,Marketplace,Not Set,null,Not Rated,null,Market & Returns,null,"$10,400,000 ",Ended: 15 May 2023 ,null,null,null,null,null,null,null
2631,FitBurn,"$4,600,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,Market & Returns,null,"$4,600,000 ",Ended: 14 May 2023 ,null,null,null,null,null,null,null
2632,Finblox,"$3,900,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,Market & Returns,null,"$3,900,000 ",Ended: 13 May 2023 ,null,null,null,null,null,null,null
2633,ArbiPad,"$1,200,000 ","$1,200,000 (100%) ",Utility,Platform,"$1,200,000 ","10,000,000,000",Not Rated," $1,200,000 ",8 May – 11 May, 1 ARBI = 0.0005 USD ,"$1,200,000 ",Ended: 11 May 2023 ,Own blockchain,24%,null,null,null,null,null
2634,SuiPad,"$1,645,000 ","$1,650,000 (100%) ",Utility,Platform,"$1,650,000 ",null,Not Rated,null,Market & Returns,null,"$1,645,000 ",Ended: 10 May 2023 ,null,null,null,null,null,null,null
2635,Hypercycle,"$7,516,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,Market & Returns,null,"$7,516,000 ",Ended: 10 May 2023 ,null,null,null,null,null,null,null
2636,Radiant Capital,Pending ,null,Utility,Market,Pending,"1,000,000,000",Not Rated," 15,000,000 Token ",31 Mar – 10 May,null,Pending ,Ended: 10 May 2023 ,BEP-20,null,null,null,null,null,null
2637,Karate Combat,"$18,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$18,000,000 ",Ended: 8 May 2023 ,null,null,null,null,null,null,null
2638,LitLab Games,"$2,065,000 ","$2,070,000 (100%) ",Utility,Gaming,"$2,070,000 ",null,Not Rated,null,Market & Returns,null,"$2,065,000 ",Ended: 8 May 2023 ,null,null,null,null,null,null,null
2639,SUI ,"$52,000,000 ",null,Utility,Platform,Not Set,null,"
Very High ",null,Market & Returns,null,"$52,000,000 ",Ended: 3 May 2023 ,null,null,null,null,null,null,null
2640,Coinzix,"$2,240,000 ","$2,240,000 (100%) ",Utility,Exchange,"$2,240,000 ",null,Not Rated,null,Market & Returns,null,"$2,240,000 ",Ended: 2 May 2023 ,null,null,null,null,null,null,null
2641,Republic Note,"$49,000,000 613% ",null,"335 Madison Avenue, Suite 7E, New York, NY 10017",Investment,Not Set,null,"
High ",null,Market & Returns,null,"$49,000,000 613% ",Ended: 1 May 2023 ,null,null,null,null,null,null,null
2642,Naviern,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,Market & Returns,null,Pending ,Ended: 30 Apr 2023 ,null,null,null,null,null,null,null
2643,BlueSale,"$1,600,000 ","$1,600,000 (100%) ",Utility,DeFi,"$1,600,000 ",null,Not Rated,null,Market & Returns,null,"$1,600,000 ",Ended: 28 Apr 2023 ,null,null,null,null,null,null,null
2644,Open Campus,"$2,500,000 ",null,Utility,Education,Not Set,null,Not Rated,null,Market & Returns,null,"$2,500,000 ",Ended: 28 Apr 2023 ,null,null,null,null,null,null,null
2645,Hepton,"$2,620,750 ","$2,620,000 (100%) ",Utility,Blockchain Service,"$2,620,000 ",null,Not Rated,null,Market & Returns,null,"$2,620,750 ",Ended: 26 Apr 2023 ,null,null,null,null,null,null,null
2646,GoSleep,"$2,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$2,000,000 ",Ended: 19 Apr 2023 ,null,null,null,null,null,null,null
2647,PlayZap,"$4,350,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$4,350,000 ",Ended: 18 Apr 2023 ,null,null,null,null,null,null,null
2648,Crown,Pending ,null,Utility,Blockchain,Pending,null,Not Rated,null,Market & Returns,null,Pending ,Ended: 18 Apr 2023 ,null,null,null,null,null,null,null
2649,Yesports,"$6,050,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,Market & Returns,null,"$6,050,000 ",Ended: 15 Apr 2023 ,null,null,null,null,null,null,null
2650,Reign of Terror,"$2,670,000 ","$2,670,000 (100%) ",Utility,Gaming,"$2,670,000 ","2,000,000,000",Not Rated," $375,000 ",4 Apr – 12 Apr, 1 REIGN = 0.0125 USD ,"$2,670,000 ",Ended: 12 Apr 2023 ,Solana,"14,5%",null,null,USDT,null,null
2651,Reality Metaverse,"$750,000 ",null,Utility,Blockchain Service,Not Set,"1,000,000,000",Not Rated," $700,000 ",5 Apr – 11 Apr, 1 RLTM = 0.04 USD ,"$750,000 ",Ended: 11 Apr 2023 ,Polygon,22%,null,null,USDT,null,null
2652,Delysium,"$14,000,000 ",null,Utility,Gaming,Not Set,"3,000,000,000",Not Rated," $20,000 ",10 Apr – 11 Apr, 1 AGI = 0.033 USD ,"$14,000,000 ",Ended: 11 Apr 2023 ,ERC20,20%,null,null,USDT,null,null
2653,Moovy,"$3,610,000 ","$3,610,000 (100%) ",Utility,Gaming,"$3,610,000 ","100,000,000",Not Rated," $50,000 ",30 Mar – 11 Apr, 1 MOIL = 0.37 USD ,"$3,610,000 ",Ended: 11 Apr 2023 ,BEP-20,27%,null,null,USDT,null,null
2654,KryptAI,"$100,000 ",null,Utility,Artificial Intelligence,Not Set,"1,000,000,000",Not Rated," 221,700,000 Token ",31 Mar – 9 Apr, 1 KAI = 0.000857 USD ,"$100,000 ",Ended: 9 Apr 2023 ,Own blockchain,35%,null,null,USDT,null,null
2655,Pomerium,"$20,000,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated, ETH ,until 9 Apr,null,"$20,000,000 ",Ended: 9 Apr 2023 ,BEP-20,null,null,null,null,null,null
2656,ChainGPT,"$905,000 ",null,Utility,Artificial Intelligence,Not Set,"1,000,000,000",Not Rated," $720,000 ",5 Apr – 8 Apr, 1 CGPT = 0.008 USD ,"$905,000 ",Ended: 8 Apr 2023 ,BEP-20,19%,null,null,USDT,null,null
2657,Glory Finance,"$3,500,000 ",null,Utility,DeFi,Not Set,"150,000,000",Not Rated," $175,000 ",4 Apr – 8 Apr, 1 GLR = 0.8 USD ,"$3,500,000 ",Ended: 8 Apr 2023 ,BEP-20,10%,null,null,USDT,null,null
2658,Arken Finance,Pending ,null,Utility,Blockchain Service,Pending,"10,000,000,000",Not Rated," $2,250,000 ",3 Apr – 6 Apr, 1 ARKEN = 0.004 USD ,Pending ,Ended: 6 Apr 2023 ,Own blockchain,null,null,null,USDT,null,null
2659,Stella Fantasy,"$5,000,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated," $150,000 ",4 Apr – 5 Apr, 1 SFTY = 0.1 USD ,"$5,000,000 ",Ended: 5 Apr 2023 ,ERC20,"13,2%",null,null,USDT,null,null
2660,WiFi Map,"$1,700,000 ","$1,700,000 (100%) ",Utility,Platform,"$1,700,000 ","1,000,000,000",Not Rated," $500,000 ",30 Mar – 1 Apr, 1 WIFI = 0.025 USD ,"$1,700,000 ",Ended: 1 Apr 2023 ,Polygon,"11,4%",null,null,USDT,null,null
2661,Coniun,"$538,000 ","$700,000 (77%) ",Utility,Blockchain Service,"$700,000 ","100,000,000",Not Rated," $315,000 ",30 Mar – 31 Mar, 1 CONI = 0.045 USD ,"$538,000 ",Ended: 31 Mar 2023 ,ERC20,19%,null,null,USDT,null,null
2662,Alaska Gold Rush,"$150,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated," $100,000 ",29 Mar – 30 Mar, 1 CARAT = 0.03 USD ,"$150,000 ",Ended: 30 Mar 2023 ,BEP-20,30%,null,null,USDT,null,null
2663,ARTT Network,"$225,000 ","$230,000 (100%) ",Utility,Platform,"$230,000 ","2,000,000,000",Not Rated," $100,000 ",27 Mar – 30 Mar, 1 ARTT = 0.1 USD ,"$225,000 ",Ended: 30 Mar 2023 ,BEP-20,null,null,null,USDT,null,null
2664,NuriTopia,Pending ,null,Utility,Platform,Pending,"5,000,000,000",Not Rated," $120,000 ",23 Mar – 24 Mar, 1 NBLU = 0.015 USD ,Pending ,Ended: 24 Mar 2023 ,BEP-20,8%,null,null,USDT,null,null
2665,Arbitrum,"$123,700,000 ",null,Utility,Blockchain Service,Not Set,"10,000,000,000","
Very High ", ETH ,24 Jun – 23 Mar,null,"$123,700,000 ",Ended: 23 Mar 2023 ,ERC20,null,null,null,USDT,null,null
2666,Mintlayer,"$5,200,000 ",null,Utility,DeFi,Not Set,"400,000,000",Not Rated," $100,000 ",22 Mar – 23 Mar, 1 ML = 0.25 USD ,"$5,200,000 ",Ended: 23 Mar 2023 ,ERC20,"33,77%",null,null,USDT,null,null
2667,OVO NFT Platform,Pending ,null,Utility,Platform,Pending,"240,000,000",Not Rated," $150,000 ",21 Mar – 22 Mar, 1 OVO = 0.16 USD ,Pending ,Ended: 22 Mar 2023 ,ERC20,"18,75%",null,null,USDT,null,null
2668,Space ID,"$12,500,000 ",null,Utility,Blockchain Service,Not Set,"2,000,000,000",Not Rated," $2,500,000 ",17 Mar – 22 Mar, 1 ID = 0.025 USD ,"$12,500,000 ",Ended: 22 Mar 2023 ,BEP-20,null,null,null,USDT,null,null
2669,Minima,"$2,500,000 ","$4,500,000 (56%) ",Utility,Blockchain,"$4,500,000 ","60,000,000",Not Rated," $4,500,000 ",14 Feb – 21 Mar, 1 WMINIMA = 0.3 USD ,"$2,500,000 ",Ended: 21 Mar 2023 ,ERC20,6%,null,null,USDT,null,null
2670,NeoCortexAI,"$860,000 ","$860,000 (100%) ",Utility,Platform,"$860,000 ","1,000,000,000",Not Rated," $275,000 ",13 Mar – 20 Mar, 1 CORAI = 0.005 USD ,"$860,000 ",Ended: 20 Mar 2023 ,BEP-20,"20,5%",null,null,USDT,null,null
2671,InteractWith,"$1,620,000 ","$1,620,000 (100%) ",Utility,Blockchain Service,"$1,620,000 ","100,000,000",Not Rated," $825,000 ",15 Mar – 19 Mar, 1 INTER = 0.15 USD ,"$1,620,000 ",Ended: 19 Mar 2023 ,ERC20,13%,null,null,USDT,null,null
2672,Honeyland,"$230,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated," $220,500 ",14 Mar – 18 Mar, 1 HXD = 0.035 USD ,"$230,000 ",Ended: 18 Mar 2023 ,Solana,23%,null,null,USDT,null,null
2673,OpiPets,"$6,900,000 ","$6,900,000 (100%) ",Utility,Gaming,"$6,900,000 ","500,000,000",Not Rated," $2,400,000 ",4 Mar – 18 Mar, 1 OPIP = 0.12 USD ,"$6,900,000 ",Ended: 18 Mar 2023 ,BEP-20,14%,null,null,USDT,null,null
2674,dAngel Fund,Pending ,null,Utility,Platform,Pending,"250,000,000",Not Rated, ETH ,10 Mar – 17 Mar,null,Pending ,Ended: 17 Mar 2023 ,NEAR Blockchain,20%,null,null,null,null,null
